Harukaze furusato Kankyoukai,,Manga,2018,[],"[{'title': 'Harukaze furusato Kankyoukai', 'language': 'en'}, {'title': 'Shunpuu furusato Kankyoukai', 'language': 'fi'}, {'title': '春風ふるさと観光協会', 'language': 'ja'}]","{'volume': 3, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i288310.jpg,['SAKURA Isami'],['SAKURA Isami'],"[{'publisher': 'Kadokawa', 'label': ''}]","[{'publisher': 'Kadokawa', 'label': 'Comic Bridge'}]","['Josei', 'Slice of Life']",[]
Haru Natsu Aki Fuyu,"A collection of stories:1. Expression of LoveHaruka is one of the stars at St. Teresa's school for girls; tall, beautiful, accomplished, friendly - she also has an unpleasant habit of molesting girls by grabbing their breasts. Particularly new transfer student Akiho's. 2. She-wolfNew transfer student Fuyuka is very excited to be starting a new life at an all-girl's school. Her anticipation soon turns to terror as she becomes the target of extreme stalker/molester behavior at the hands of one of the school's stars, Natsuki.3. First KissStory of the school counselor, Reiko, and Ayano, her childhood friend who's also a teacher at school. Included is a conclusion of two student couples' romance. Will a day out to the beach ends happily for Akhito, Haruka, Natsuki and Fuyuka? 4. Little Red Riding Hood Strikes BackFuyuka has accepted Natsuki's love, however Natsuki is still retaining some distance. Talking things over with Akihito, Fuyuka manages to make clear her and Natsuki's relationship.5. Spring, Summer, Winter, Fall6. HerTwo girls, Inoue Chiharu & Aida Miho, plotting on seducing each other, each convinced they are the strange one.",Manga,2003,"[{'title': 'Haru Natsu Aki Fuyu dj - HaruNatsuAkiFuyu', 'type': 'Manga', 'relation': 'Sequel'}]","[{'title': 'Haru Natsu Aki Fuyu', 'language': 'en'}, {'title': 'Elles', 'language': 'fr'}, {'title': 'Expressions of Love', 'language': 'en'}, {'title': 'First Kiss', 'language': 'de'}, {'title': 'Frühling, Sommer, Herbst, Winter', 'language': 'de'}, {'title': 'Her', 'language': 'nl'}, {'title': 'Little Red Riding Hood Strikes Back', 'language': 'en'}, {'title': 'She-wolf', 'language': 'en'}, {'title': 'Spring, Summer, Fall, Winter', 'language': 'de'}, {'title': 'Spring/Summer/Fall/Winter', 'language': 'de'}, {'title': '春夏秋冬', 'language': 'zh-cn'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i169898.png,['ZAOU Taishi'],['EIKI Eiki'],"[{'publisher': 'Ichijinsha', 'label': ''}, {'publisher': 'Magazine Magazine', 'label': ''}]","[{'publisher': 'Ichijinsha', 'label': 'Comic Yuri Hime'}, {'publisher': 'Magazine Magazine', 'label': 'Yuri Shimai'}]","['Adult', 'Comedy', 'Drama', 'Mature', 'Romance', 'School Life', 'Yuri']",[]
Hatsujou Hitsuji to Ikenie Oukami ♂,"Mr. Merry is a boys' love manga artist. He's bad at drawing beautiful boys, though... then, one day, a beautiful boy named Okami Naoto moves in next door! Naoto isn't just good at housework, he's happy to help out in every regard! He seems to be the perfect gentle prince... the perfect boys' love model that Mr. Merry was searching for! And so, after eating Naoto's delicious cooking day after day... suddenly, one night, Naoto transforms?! That's right! He strips off his sheep's clothing and reveals himself as a wolf! Seems like he has his reasons, though... get ready for a wild ride in this crazy boys' love comedy!from Renta!",Manga,2013,[],"[{'title': 'Hatsujou Hitsuji to Ikenie Oukami ♂', 'language': 'en'}, {'title': 'The Sheep In Heat And The Wolf Sacrifice', 'language': 'en'}, {'title': '発情ヒツジと生贄オオカミ♂', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i238518.jpg,['SEYOSHI Nori'],['SEYOSHI Nori'],"[{'publisher': 'Future Comics', 'label': ''}]","[{'publisher': 'futurecomics', 'label': 'Boys Fan'}]","['Comedy', 'Yaoi']",[]
Hatsukoi Motion,1. My Female Teacher Is a Sexual Predator2. Sorry Girl3. Awa Awa Kanchigai (An Exciting Misunderstanding)4-5. Candy Lock6. Candy Lock the After7. High & Low8. Seduction Footwork9. Gobaku Diary (Mis-Attack Diary!!!)10. Kuchidake Bitch (Fake Bitch!!)11. What Is Important?12. Cousin's Cherry13. Raw Squeeze14. Watashi no Seibutsugaku (My Sexology Lesson),Manga,2012,[],"[{'title': 'Hatsukoi Motion', 'language': 'en'}, {'title': 'An Exciting Misunderstanding', 'language': 'de'}, {'title': 'Awa Awa Kanchigai', 'language': 'sw'}, {'title': 'Candy Lock', 'language': 'en'}, {'title': 'Candy Lock the After', 'language': 'en'}, {'title': ""Cousin's Cherry"", 'language': 'en'}, {'title': 'Fake Bitch!!', 'language': 'de'}, {'title': 'Gobaku Diary', 'language': 'so'}, {'title': 'High & Low', 'language': 'en'}, {'title': 'Kuchidake Bitch', 'language': 'sw'}, {'title': 'Mis-Attack Diary!!!', 'language': 'en'}, {'title': 'My Female Teacher Is a Sexual Predator', 'language': 'en'}, {'title': 'My Sexology Lesson', 'language': 'en'}, {'title': 'Raw Squeeze', 'language': 'de'}, {'title': 'Seduction Footwork', 'language': 'en'}, {'title': 'She Motions Me To Make Love', 'language': 'en'}, {'title': 'Sorry Girl', 'language': 'en'}, {'title': 'Watashi no Seibutsugaku', 'language': 'sw'}, {'title': 'What Is Important?', 'language': 'en'}, {'title': '初恋モーション', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['SHINOZUKA Jyouji'],['SHINOZUKA Jyouji'],"[{'publisher': 'Wani Magazine', 'label': ''}]","[{'publisher': 'Wani Magazine', 'label': 'Comic Hanaman'}, {'publisher': 'Wani Magazine', 'label': 'Comic Shitsurakuten'}]","['Adult', 'Harem', 'Hentai']",[]
Hatsukoi Elektra,"A collection of stories:1-5. Shibatte Aishite. (Bind Me, Love Me)6. Ore no Senpai ga Are de Komaru Kudan.7. Kyousoukyoku (The Sweets Rhapsody)8. Kosuchuu Yume Torai!",Manga,2014,[],"[{'title': 'Hatsukoi Elektra', 'language': 'en'}, {'title': 'Shibatte Aishite.', 'language': 'en'}, {'title': 'The Sweets Rhapsody', 'language': 'en'}, {'title': '発恋エレクトラ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['KATASE Minami'],['KATASE Minami'],"[{'publisher': 'GOT', 'label': ''}]","[{'publisher': 'GOT', 'label': 'Comic Anthurium'}]","['Adult', 'Hentai', 'School Life']",[]
Etsubaku no Katachi,,Manga,2009,[],"[{'title': 'Etsubaku no Katachi', 'language': 'en'}, {'title': 'Shiawase no Katachi', 'language': 'sw'}, {'title': '悦縛のカタチ', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",,['Amayumi'],['Amayumi'],"[{'publisher': 'Akaneshinsha', 'label': ''}]","[{'publisher': 'Akaneshinsha', 'label': 'Comic Tenma'}]","['Adult', 'Hentai']",[]
Field no Ookami: FW Jin! - Shuukyuuden,"Jin Hamukai is a young guy who likes to play football just for money. But after the death of his parents and his brother Ryota, who dreamed to be a football star, he decides to realize his brother's dream and play football to be a great footballer (the football wolf).",Manga,1999,[],"[{'title': 'Field no Ookami: FW Jin! - Shuukyuuden', 'language': 'en'}, {'title': 'FW สไตร์คเกอร์ จิน!', 'language': 'th'}, {'title': 'Shuukyuuden - Field no Ookami: FW Jin!', 'language': 'fi'}, {'title': 'Striker Jin', 'language': 'de'}, {'title': 'フィールドの狼FW陣!', 'language': 'ja'}, {'title': '蹴球伝-フィールドの狼 FW陣!', 'language': 'ja'}]","{'volume': 2, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i191872.jpg,['TAKAHASHI Yoichi'],['TAKAHASHI Yoichi'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Shuukan Shounen Jump'}]","['Shounen', 'Sports']",[]
Finale no Nai Satsujin,,Manga,2003,[],"[{'title': 'Finale no Nai Satsujin', 'language': 'en'}, {'title': 'Murderer Without Finale', 'language': 'de'}, {'title': 'Shuumaku no Nai Satsujin', 'language': 'sw'}, {'title': '不落幕殺人事件', 'language': 'ko'}, {'title': '終幕のない殺人', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i32214.jpg,['AKINO Matsuri'],['UCHIDA Yasuo'],"[{'publisher': 'Akita Shoten', 'label': ''}]",[],['Mystery'],[]
Fallen Words,"In Fallen Words, Yoshihiro Tatsumi takes up the oral tradition of rakugo and breathes new life into it by shifting the format from spoken word to manga. Each of the eight stories in the collection is lifted from the Edo-era Japanese storytelling form. As Tatsumi notes in the afterword, the world of rakugo, filled with mystery, emotion, revenge, hope, and, of course, love, overlaps perfectly with the world of Gekiga that he has spent the better part of his life developing. These slice-of-life stories resonate with modern readers thanks to their comedic elements and familiarity with human idiosyncrasies. In one, a father finds his son too bookish and arranges for two workers to take the young man to a brothel on the pretext of visiting a new shrine. In another particularly beloved rakugo tale, a married man falls in love with a prostitute. When his wife finds out, she is enraged and sets a curse on the other woman. The prostitute responds by cursing the wife, and the two escalate in a spiral of voodoo doll cursing. Soon both are dead, but even death can’t extinguish their jealousy. Tatsumi’s love of wordplay shines through in the telling of these whimsical stories, and yet he still offers timeless insight into human nature.",Manga,2009,[],"[{'title': 'Fallen Words', 'language': 'en'}, {'title': 'Gekiga Yose Shiba Hama', 'language': 'so'}, {'title': 'Gekiga Yose: Shibahama', 'language': 'so'}, {'title': 'Shibahama', 'language': 'so'}, {'title': '劇画寄席芝浜', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i191767.jpg,['TATSUMI Yoshihiro'],['TATSUMI Yoshihiro'],"[{'publisher': 'Bajiriko', 'label': ''}]",[],"['Comedy', 'Historical', 'Seinen', 'Slice of Life', 'Supernatural']",[]
Futanari na Anoko,Original work on Pixiv,Manga,2017,[],"[{'title': 'Futanari na Anoko', 'language': 'en'}, {'title': 'Shinonon', 'language': 'tl'}, {'title': 'しののんの', 'language': 'ja'}, {'title': 'ふたなりなあの娘', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i413162.jpg,['yasumi'],['yasumi'],[],[],"['Adult', 'Doujinshi', 'Smut']",[]
