Hazureta Minna no Atama no Neji,"Misaki has noticed that everyone in her town is a little crazy. From schizophrenic love notes to teddy bear abuse, this town is just plain weird. Misaki sets out to convince the strange demon that only she can see that she is the last sane person in crazytown. (Source: Mangamo)Original Web Manga",Manga,2015,[],"[{'title': 'Hazureta Minna no Atama no Neji', 'language': 'en'}, {'title': ""Everyone's Loose Screw"", 'language': 'en'}, {'title': 'The Last Sane Person in Crazytown', 'language': 'en'}, {'title': '外れたみんなの頭のネジ', 'language': 'ja'}]","{'volume': 18, 'status': 'Ongoing'}",https://cdn.mangaupdates.com/image/i280724.jpg,['Yohsuken'],['Yohsuken'],"[{'publisher': 'ComicSmart', 'label': ''}, {'publisher': 'Earth Star Entertainment', 'label': ''}, {'publisher': 'Taibundou', 'label': ''}]","[{'publisher': 'ComicSmart', 'label': 'Ganma!'}]","['Comedy', 'Horror', 'School Life']",[]
Henyoku no Labyrinth,"From Chibi Manga:If that time, I choose a different path, maybe this love will end in a different way. if i can go back to that time, what will you do...?",Manga,2014,[],"[{'title': 'Henyoku no Labyrinth', 'language': 'en'}, {'title': 'Katayoku no Labyrinth', 'language': 'tl'}, {'title': 'Miyako - Auf den Schwingen der Zeit', 'language': 'de'}, {'title': 'The Labyrinth of Wing', 'language': 'en'}, {'title': '片翼のラビリンス', 'language': 'ja'}, {'title': '片翼迷宫', 'language': 'ko'}]","{'volume': 10, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i252911.jpg,['KUMAGAI Kyoko'],['KUMAGAI Kyoko'],"[{'publisher': 'Shogakukan', 'label': ''}]","[{'publisher': 'Shogakukan', 'label': 'Sho-Comi'}]","['Drama', 'Romance', 'School Life', 'Shoujo', 'Supernatural']",[]
Hebi Onna,,Manga,1986,[],"[{'title': 'Hebi Onna', 'language': 'en'}, {'title': 'La femme-serpent', 'language': 'fr'}, {'title': 'へび女', 'language': 'ja'}, {'title': 'へび女―楳図かずお恐怖劇場', 'language': 'ja'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i326403.jpg,['UMEZU Kazuo'],['UMEZU Kazuo'],"[{'publisher': 'Kadokawa', 'label': '2000'}, {'publisher': 'Shogakukan', 'label': '1986 ; 2005'}]","[{'publisher': 'Kodansha', 'label': 'Shoujo Friend'}]","['Horror', 'Shoujo']",[]
Heisei Saigo no Omoide,The day when you really can't leave things undone!!!(Source: FAKKU)Komiflo Original,Manga,2019,"[{'title': 'Rakuukan no Sekai Toka', 'type': 'Manga', 'relation': 'Main Story'}]","[{'title': 'Heisei Saigo no Omoide', 'language': 'en'}, {'title': 'A Memory of the Last Day of the Heisei Era', 'language': 'en'}, {'title': 'Final Memories of the Heisei Era', 'language': 'en'}, {'title': 'Final Memory of Heisei', 'language': 'en'}, {'title': 'Last Memories of the Heisei Era', 'language': 'en'}, {'title': 'Last Memory of the Heisei Era', 'language': 'en'}, {'title': '平成最後の思い出', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",,['KARMA Tatsuro'],['KARMA Tatsuro'],"[{'publisher': 'Komiflo', 'label': ''}]","[{'publisher': 'Komiflo', 'label': 'Komiflo Original'}]","['Adult', 'Hentai']",[]
Hetappi Manga Kenkyuujo R,"Saitou, an editor at Weekly Shounen Jump is tired of his work, tired of being forced to work like a slave while receiving a small salary. He decides to be a Mangaka and dreams of getting rich quick. Then he looks for Murata Yuusuke, Mangaka of ""Eyeshield 21,"" and threatens him and gets him to teach him how to draw manga.Murata starts with the description of the basic tools, tips on how to draw a face, body, girl, etc. They also receive special guests as lecturers, like Kawashita Mizuki (Ichigo 100%), Matsui Yuusei (Nougami Neuro), and Shimabukuro Mitsutoshi (Toriko).",Manga,2008,"[{'title': 'Toriyama Akira no Hetappi Manga Kenkyuusho', 'type': 'Manga', 'relation': 'Prequel'}]","[{'title': 'Hetappi Manga Kenkyuujo R', 'language': 'en'}, {'title': 'La méthode pour dessiner les mangas', 'language': 'fr'}, {'title': 'ヘタッピマンガ研究所 R', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i109370.png,['MURATA Yuusuke'],['MURATA Yuusuke'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Shuukan Shounen Jump'}]","['Comedy', 'Shounen']",[]
Hikari no Densetsu,"Fourteen-year-old Hikari Kamijo joins the rhythmic gymnastics team of her school, where she falls in love with Takaaki Ooishi, aspiring champion of artistic gymnastics, and befriends senpai Hazuki Shiina, sport and love rival, who Hikari truly admires. Aiming to become the best, Hikari competes with passion, always reaching higher limits and improving herself, helped by Mao Natsukawa, member of a rock band and composer of her competitions music, who's also in love with her. Rising to the top throughout the years, Hikari finds the strength to fight the most difficult challenges of her life.other names: 光之传说",Manga,1985,[],"[{'title': 'Hikari no Densetsu', 'language': 'en'}, {'title': 'Cynthia ou le Rythme de la vie', 'language': 'fr'}, {'title': 'La leggenda di Hikari', 'language': 'id'}, {'title': 'Legend of Hikari', 'language': 'af'}, {'title': '光の伝説', 'language': 'ko'}]","{'volume': 8, 'status': 'Complete-Bunko'}",https://cdn.mangaupdates.com/image/i454746.jpg,['ASOU Izumi'],['Asou Izumi'],"[{'publisher': 'Shueisha', 'label': ''}]","[{'publisher': 'Shueisha', 'label': 'Margaret'}]","['Romance', 'Shoujo', 'Slice of Life', 'Sports']",[]
Hi no Yama,"This is a short story collection anchored with the tale of a young woman who is trying to ignore the reality that her husband is a serial killer, including ""The Record of Peter Kyulten"", ""Sensual Nights"", ""Lord Iechika Mogami"", ""The Lay of the Rhine"", and ""The Thief Akikazu Inoue"".",Manga,1979,[],"[{'title': 'Hi no Yama', 'language': 'en'}, {'title': 'Fire Mountain', 'language': 'en'}, {'title': 'La montagna di fuoco', 'language': 'it'}, {'title': 'The Thief Akikazu Inoue', 'language': 'en'}, {'title': '火の山', 'language': 'ja'}]","{'volume': 1, 'status': '1995, Bunko'}",https://cdn.mangaupdates.com/image/i399370.png,['TEZUKA Osamu'],['TEZUKA Osamu'],"[{'publisher': 'Bungei Shunjuu', 'label': '1995'}, {'publisher': 'Kodansha', 'label': '1983'}]","[{'publisher': 'Shogakukan', 'label': 'Big Gold'}]","['Comedy', 'Drama', 'Historical', 'Horror', 'Mature', 'Mystery', 'Psychological', 'Romance', 'Seinen', 'Slice of Life', 'Tragedy']",[]
Hikari no Machi,"The sun rays enter the city of light, as various stories unfold:Bright, dark and harsh; a story filled with people from whom you’d want to avert your eyes. Yet, it is close to reality; so maybe it’s true to humanity. Like an old bond between a boy and a girl, a friendship is born between girls who rarely speak to each other.A man who dirties his hands for money, and the girlfriend who waits for him to come home.",Manga,2004,[],"[{'title': 'Hikari no Machi', 'language': 'en'}, {'title': 'A Cidade da Luz', 'language': 'pt'}, {'title': 'City of Light', 'language': 'en'}, {'title': 'El Barrio de la Luz', 'language': 'es'}, {'title': 'La città della luce', 'language': 'it'}, {'title': 'Le Quartier de la lumière', 'language': 'fr'}, {'title': 'Osiedle Promieniste', 'language': 'de'}, {'title': 'Sun Village', 'language': 'sv'}, {'title': 'ひかりのまち', 'language': 'ja'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i78330.png,['ASANO Inio'],['ASANO Inio'],"[{'publisher': 'Shogakukan', 'label': ''}]","[{'publisher': 'Shogakukan', 'label': 'Sunday GX'}]","['Drama', 'Mature', 'Psychological', 'Seinen', 'Slice of Life', 'Tragedy']",[]
Hikyouiku kara Nigetai Watashi,"From Pocket Comics:""Leticia has been taking princess lessons ever since she was chosen to be the betrothed of Prince Clark of Astar when she was little as someone who loved fishing and climbing trees, being a prince's fiancée and having to undergo those lessons was painful for her. She was able to survive with the hope that one day, a different candidate to become the princess would appear and the engagement would be called off.One day, Leticia saw the prince escorting an unknown woman. She was delighted that her dream of the engagement being called off had come true, but actually? A dizzying, heart-throbbing battle between a potential princess who wants to break off the engagement and the prince who wants to marry her is now underway!""Original Manga (No Color)Original Manga (Full Color)Official Translations: English, French",Manga,2020,"[{'title': 'Hikyouiku kara Nigetai Watashi', 'type': 'Novel', 'relation': 'Adapted From'}]","[{'title': 'Hikyouiku kara Nigetai Watashi', 'language': 'en'}, {'title': 'I Want to Escape From Princess Lessons', 'language': 'en'}, {'title': 'I Want to Escape From Princess Training', 'language': 'en'}, {'title': 'La princesa que quiso escapar', 'language': 'es'}, {'title': ""La princesse fait l'école buissonnière"", 'language': 'fr'}, {'title': 'The Me Who Wants to Escape the Princess Training', 'language': 'en'}, {'title': '妃教育から逃げたい私', 'language': 'ja'}, {'title': '想摆脱公主教育的我', 'language': 'zh-cn'}]","{'volume': 0, 'status': ''}",https://cdn.mangaupdates.com/image/i429718.jpg,['SUGATA Uri'],['SAWANO Izumi'],"[{'publisher': 'Shufu to Seikatsusha', 'label': ''}]","[{'publisher': 'Shufu to Seikatsusha', 'label': 'Comic Pash!'}]","['Comedy', 'Romance', 'Shoujo', 'Slice of Life']",[]
히야마 켄타로의 임신,"""Pregnancy"" and ""Childbirth"". Do you see these as things that have nothing to do with you?It's been 10 years since men are able to become pregnant and give birth. Hiyama Kentarou is an elite salaryman whose pregnancy caused him to experience firsthand the prejudice society holds towards ""male pregnancy and childbirth"". He initially only decided to continue with his pregnancy as a mean to create a place where he can belong. But as he continues in his actions, little by little, not only do the people around him but he himself begins to change.",Manga,2012,"[{'title': 'Hiyama Kentarou no Ninshin Ikuji-hen', 'type': 'Manga', 'relation': 'Sequel'}]","[{'title': 'Hiyama Kentarou no Ninshin', 'language': 'en'}, {'title': ""He's Expecting"", 'language': 'en'}, {'title': 'Hiyama Kentaro no Ninshin', 'language': 'sw'}, {'title': ""Kentaro Hiyama's First Pregnancy"", 'language': 'en'}, {'title': 'La Grossesse de M. Hiyama', 'language': 'fr'}, {'title': 'ヒヤマケンタロウの妊娠', 'language': 'ja'}, {'title': '檜山健太郎的懷孕', 'language': 'ko'}, {'title': '히야마 켄타로의 임신', 'language': 'ko'}]","{'volume': 1, 'status': 'Complete'}",https://cdn.mangaupdates.com/image/i311608.jpg,['SAKAI Eri'],['SAKAI Eri'],"[{'publisher': 'Kodansha', 'label': ''}]","[{'publisher': 'Kodansha', 'label': 'Be Love'}]","['Drama', 'Josei', 'Slice of Life', 'Supernatural']",[]
